,name,price,size
2160,Cheliron Syrup 120ml,Rs.172,120ML
2161,High-C Plus(Orange flavor) Powder Sachet...,Rs.75,10's
2162,Mucolator Granule Sachet 200mg 30's,Rs.476.57,30's
2163,Muconyl Expectorant Syp 60ml,Rs.51.03,60ml
2164,Dostin Cap 300mg 2x10's,Rs.521.31,2x10's
2165,Dostin Powder Sachet 225mg 5's,Rs.144.99,5's
2166,Dostin Susp 175mg/5ml 100ml,Rs.260.64,100ml
2167,Mucorent Syp 60ml,MRP Rs.29 5% off Rs.27.55,60ml
2168,Siroline Syp 120ml,Rs.69.50,120ml
2169,Honex Syp 120ml,Rs.28.60,120ml
2170,Cosome-E Syp 120ml,Rs.68.67,120ml
2171,Glygol Syp 120ml,MRP Rs.34 5% off Rs.32.30,120ml
2172,Kuf-Go Syp 120ml,Rs.50,120ml
2173,Tair Natural Syp 120ml 1's,Rs.220,1's
2174,Fluimucil Powder Sachet 200mg 30's,MRP Rs.469.14 5% off Rs.445.68,30's
2175,Johnson's Baby Bedtime Imported Oil...,Rs.162.39,125ml
2176,Johnson's Baby Regular Soap 100g,Rs.120,100g
2177,Johnson's Baby Milk Soap 100g,Rs.120,100g
2178,Johnson's Baby Blossom Powder 50g,Rs.41.03,50g
2179,Johnson's Baby Blossom Powder 100g,Rs.128.21,100gm
2180,Johnson's Baby TTT Bath 100ml,Rs.94.02,100ml
2181,Johnson's Baby TTT Bath 200ml,Rs.162.39,200ml
2182,Johnson's Baby Milk Bath 100ml,Rs.94.02,100ml
2183,Johnson's Baby Nourishing Milk Powder...,Rs.41.03,50g
2184,Johnson's Baby Bedtime Bath 200ml,Rs.213.68,200ml
2185,Johnson's Baby Nourishing Milk Powder...,Rs.68.38,100g
2186,Johnson's Baby Peach Bath 200ml,Rs.380,200ml
2187,Johnson's Baby Bedtime Powder 50g,Rs.41.03,50gm
2188,Johnson's Baby Bedtime Bath 500ml,Rs.282.05,500ml
2189,Johnson's Baby Bedtime Powder 100g,Rs.68.38,100g
2190,Johnson's Baby Bedtime Powder 200g,Rs.209.40,200g
2191,Johnson's Baby Cooling Powder 100g,Rs.68.38,100gm
2192,Johnson's Baby Cooling Powder 200g,Rs.350,200gm
2193,Johnson's Baby Gold Shampoo 200ml,Rs.213.68,200ml
2194,Johnson's Baby Lotion 200ml,Rs.153.85,200ml
2195,Johnson's Baby No More Tangles...,Rs.159.83,200ml
2196,Johnson's Baby Oil 125ml,Rs.153.85,125ml
2197,Johnson's Baby Oil 200ml,Rs.350,200ml
2198,Johnson's Baby Blossoms Soap 100g,Rs.102.56,100g
2199,Mortein NaturGard Led Liq Refill...,Rs.195,45ml
2200,Mortein FIK PowerGard Aerosol Spray...,Rs.341.88,400ml
2201,Mortein PowerGard CIK Aerosol Spray...,Rs.375,400ml
2202,Mortein PowerGard AIK Aerosol Spray...,Rs.375,400ml
2203,Mortein PowerGard AIK Aerosol Spray...,Rs.700,600ml
2204,Mortein PowerGard FIK Aerosol Spray...,Rs.700,600ml
2205,Mortein PowerGard CIK Aerosol Spray...,Rs.500,600ml
2206,Mortein AIK Aerosol Spray 400ml...,Rs.649.99,400ml
2207,Mortein FIK Aerosol Spray 400ml...,Rs.649.99,400ml
2208,Mortein Aerosol Spray 400ml Bundle...,Rs.700,400ml
2209,Mortein Odourless Led Liq Refill...,Rs.309.99,45ml
2210,Mortein Fragrant Led Liq Refill...,Rs.339.99,45ml
2211,Mortein Night guard Led Liq...,Rs.339.99,45ml
2212,Mortein Dr Coils Cp 3...,Rs.110.49,20's
2213,Mortein Dr Mats 30's,Rs.209.99,30's
2214,Mortein Xp Coils Cp 3...,Rs.127.49,20's
2215,Mortein Xp Mats 30's,Rs.239.99,30's
2216,Mortein Dr Mats 2+1 30's,Rs.260,30's
2217,Mortein Liq (Pet Bottle) 2+1...,Rs.439.99,450ml
2218,Mos Hit Mosquito Repellent Body...,MRP Rs.244.38 5% off Rs.232.16,100ml
2219,Mos Hit Mosquito Repellent Body...,MRP Rs.244.38 5% off Rs.232.16,100ml
2220,Repello Balm,Rs.300,1's
2221,No Bite Liq 50ml,Rs.170,50ml
2222,No Bite Liq 100ml,Rs.330,100ml
2223,Rexa Cap 30mg 10's,Rs.249,10's
2224,Mezeron Tab 30mg 10's,Rs.567.55,10's
2225,Clomfranil Tab 10mg 10x10's,Rs.237.84,100's
2226,Finex Cap 20mg 1×10’s,Rs.65,1x10’s
2227,A-Calm Tab 5mg 14's,Rs.195,14's
2228,A-Calm Tab 10mg 14's,Rs.272,14's
2229,A-Calm Tab 20mg 14's,Rs.420,14's
2230,Sprain Cap 20mg 10's,Rs.255,10's
2231,Sprain Cap 30mg 10's,Rs.265,10's
2232,Sprain Cap 60mg 10's,Rs.320,10's
2233,Cironex Tab 5mg 14's,Rs.212,14's
2234,Cironex Tab 10mg 14's,Rs.330,14's
2235,Cironex Tab 20mg 14's,Rs.544,14's
2236,Dumore Cap 30mg 14's,Rs.420,14's
2237,Dumore Cap 60mg 14's,Rs.756,14's
2238,MTaz Tab 15mg 20's,Rs.448,20's
2239,M Taz Tab 30mg 20's,Rs.750,20's
2240,Sertex Tab 50mg 30's,Rs.650,30's
2241,Sertex Tab 100mg 20's,Rs.780,20's
2242,Xtin CR Tab 25mg 30's,"Rs.1,027",30's
2243,Xtin CR Tab 12.5mg 30's,Rs.557,30's
2244,Parotin Tab 20mg 1x10's (Zaka...,Rs.350,1x10's
2245,Velax Tab 37.5mg 2x10's (Zaka...,Rs.490,20's
2246,Velax-XR Tab 75mg,Rs.490,10's
2247,TVC Moisturizing Hand Soap French...,MRP Rs.201.25 5% off Rs.191.19,500ml...
2248,TVC Moisturizing Hand Soap Delicate...,MRP Rs.201.25 5% off Rs.191.19,500ml...
2249,TVC Moisturizing Hand Soap Strawberry...,MRP Rs.201.25 5% off Rs.191.19,500ml...
2250,Dermive OilFree Moisturizer SPF20 100ml,Rs.739.05,100ml
2251,Ossein Tab 30's,Rs.225,50ml
2252,Advacal Susp 120ml,Rs.180,12's
2253,Advacal Tab 3x10's,Rs.570,30's
2254,C-Max Orange Powder Sachet 10's,Rs.290,10's
2255,Cal-D3 Tab 20's,MRP Rs.295 30% off Rs.206.50,2x10's
2256,Cac-1000 Plus Orange Flavour Tab...,Rs.196.79,10's
2257,Cac-1000 Plus Orange Flavour Tab...,Rs.373.90,20's
2258,Cac-1000 Plus Mango Flavour Tab...,Rs.196.79,10...
2259,CAC-1000 Plus Lemon Tab 10's,Rs.180,10...
2260,Magnesium Tab 500mg 60's,Rs.846.15,60's
2261,Nucal-Z Tab 30's,Rs.850,30's
2262,Lacta D Chewable Tab 30's,Rs.504.27,30's
2263,Rejuva Tab 30's,Rs.751.30,30's
2264,Rejuva Powder Sachet 10's,Rs.253.02,10's
2265,Calcium+D(Caltrate+D) High Softgels Cap 250's,"Rs.5,288.35",250'
2266,BonAid-D Tab 30's,Rs.890,30...
2267,Faibon Tab 20's,Rs.550,20's
2268,Seacal Tab 30's,Rs.800,30's
2269,SeaCal Powder Sachets 10's,Rs.256.41,10's
2270,SeaCal Plus Tab 30's,Rs.750,30's
2271,Calcium 1200 (with Vitamin D3)...,Rs.600,20's
2272,Calcima Tab 1000mg 30's,MRP Rs.550 20% off Rs.440,30's
2273,Cavid Cap 20's,Rs.320,20's
2274,Calcifort Powder Sachet 3.24gm/0.30gm 10Æ’??s,Rs.80.82,10's
2275,Foli Well Tab 15's,Rs.100,15's
2276,Rubifer Chewable Tab 100mg 20's,Rs.248.80,20's
2277,Foreva Plus Chew Tab 600mcg...,Rs.600,60's
2278,Werifit Syp 120ml,Rs.54,120ml
2279,Ferinject Inj 1Vialx10ml,"Rs.6,740.74",1vialx10ml
2280,Globigen Syrup 120ml,Rs.169,120ml
2281,Globigen Tablets 20's,Rs.169,20's
2282,Gentle Iron Tab 28mg 90's,"Rs.2,700",90's
2283,Iroplex Tab 30's,Rs.590,30's
2284,Nestle Milo Ready To Drink-180Ml,Rs.40,200ml
2285,Nido Milk Powder 900g,"Rs.1,060",
2286,Nido Shield 1+ Milk Powder...,Rs.200,
2287,NESTLE NAN 1 Starter Infant...,"Rs.1,450",
2288,Everyday Mixed Tea Light,Rs.350,
2289,Everyday Mixed Tea Light small,Rs.20,
2290,Nido Shield 1+ 1800g,"Rs.3,500",1800g
2291,Nido 3+ 800g,"Rs.1,180",800g
2292,Rice Veg Carrot Spinach &...,Rs.200,175g
2293,Orange Apple 175g,Rs.230,175g
2294,Straw Apple 175g,Rs.230,175g
2295,NESTLE CERELAC Red 175g,Rs.230,175g
2296,NESTLE CERELAC Yellow 175g,Rs.230,175g
2297,CERELAC Nutri Ban Strw 12x50g,Rs.200,50g
2298,CERELAC Nutri Ban Orange 12x50g,Rs.200,50g
2299,Nutri Ban 50g,Rs.600,50g
2300,Nan 350G /2/3/4,"Rs.1,200",350g
2301,Nan 600G /2/3/4,"Rs.1,000",600g
2302,EVERYDAY UHT 250ml,Rs.22,250ml
2303,NESTLE HCLF MILK 1000ml,Rs.160,1000ml
2304,NESTLE HCLF MILK 200ml,Rs.38,200ml
2305,MILO RTD A58 Porto Malt...,Rs.40,200ml
2306,MILO RTD Porto Malt 200ml,Rs.40,200ml
2307,Omax Milk Powder 400g,"Rs.1,190",400g
2308,Sumoxen Tab 85mg/500mg 1x2's,Rs.286,2's
2309,Zominat Tab 2.5mg 3's,Rs.300,3's
2310,Engzol Tab 2.5mg 3's,Rs.600,3's
2311,Engzol Tab 5mg 3's,Rs.840,3's
2312,Pizo Syp 0.25mg/5ml 60ml,Rs.34.32,60ml
2313,Pizo Syp 0.25mg/5ml 120ml,Rs.57.20,120ml
2314,Synflex-M Tab 2's,Rs.297,2...
2315,Mosegor Tab 0.5mg 30's,Rs.334.20,30's
2316,Mosegor Syp 0.25Mg/5Ml 60Ml,Rs.75.60,60ml
2317,Mosegor Syp 0.25mg/5ml 120ml,Rs.172.91,120ml
2318,Cestonil Plus Syp 120ml,Rs.125,120ml
2319,Cestonil Plus Syp 60ml,Rs.76.48,60ml
2320,Cestonil Syp 0.5mg/10ml 60ml,MRP Rs.36.12 5% off Rs.34.31,60ml
2321,Cestonil Syp 0.5mg/10ml 120ml,MRP Rs.59.90 5% off Rs.56.91,120ml
2322,Cestonil Tab 0.5mg 30's,MRP Rs.100 5% off Rs.95,30's
2323,Triptan Tab 2.5mg 3's,Rs.60,3's
2324,Zomoz Tab 5mg 3's,"MRP Rs.1,000 5% off Rs.950",3's
2325,Migram Cap 5mg 2x6's,Rs.108.51,10ml
2326,Zolmitra Tab 2.5mg 10's,Rs.370,20's
2327,Limigzol Tab 2.5mg 10's,Rs.517.51,10's
2328,Permen Tab 30’s,"Rs.2,095",30’sMarketed...
2329,Inferno Tab 30's,"Rs.3,000",30's
2330,TG-Plus Tab 30's,"Rs.1,600",30's
2331,Extencee Plus Cap 20's,"Rs.1,000",20's
2332,Bremax Tab 1mg 10x10's,Rs.154,10x10's
2333,Ventolin Tab 2mg 100's,Rs.146,100's
2334,Hadensa Comfort Oint 25g,Rs.300,25g...
2335,Skin A Cream 0.05% 10gm,Rs.107.73,10g
2336,Neotonophos Tab 4x10's,Rs.424.40,4x10's
2337,Ribazole Cap 400mg 10's,MRP Rs.340 85% off Rs.50,10's
2338,Pigmanil K Cream 15gm,Rs.320,15gm
2339,Lexotanil Tab 3mg 30's,Rs.234.47,
2340,Dormicum Tab 7.5mg 10's,Rs.163.22,10's
2341,Cedate syp 500mg/5ml 120ml,Rs.84.35,120ml...
2342,Aluminium Chloride Hexahydrate Sol 20%...,Rs.400,120ml
2343,Calpol Tab 500mg 200's,Rs.340.37,200...
2344,Inderal Tab 40mg 50's,Rs.223.69,50's
2345,Lash Up Ophthalmic Sol 0.03%...,"Rs.1,633",5ml...
2346,Gtn Oint 15gm,Rs.170,15g
2347,Hydralazine HCL Tab 25mg 20's,Rs.69,20's
2348,Dowvigil Tab 200mg 2x10's,Rs.401.07,20's
2349,Epival CR Tab 500mg 5x10's,Rs.936.73,50's
2350,Breeky Tab 200Mcg,Rs.148.22,10's
2351,Gonadil-F Cap 4x10's,Rs.857,40's
2352,Magnesium Sulphate Powder 500g,Rs.90,500g
2353,Inderal Tab 10mg 50's,Rs.107.01,50's
2354,Vorif Tab 200mg 10's,"Rs.1,683.67",10's
2355,Alp Tab 0.5mg 30's,Rs.214.87,30's
2356,Acne Wash Soap 90g,Rs.155.13,90g...
2357,Derma Care Soap 90g,Rs.181.46,90g
2358,Vitamax Soap 90g,Rs.199.65,1...
2359,Baby-Aid Soap 70g,Rs.98,70g
2360,ACK-Derm Soap 100g,Rs.175,100g
2361,Neu-Derm Soap 100g,Rs.175,100g
2362,Olvee Soap 100g,Rs.175,100gm
2363,Sul-Derm Soap 100g,Rs.175,100gm
2364,Acne Soap 3.5oz,Rs.380,14's
2365,Benzacide Bar 5% 75gm,Rs.175,75g...
2366,Dermacide Bar 75gm,Rs.130,75gm
2367,Dermacide AF Bar 75gm,Rs.130,75gm
2368,Solo Bar 75gm,Rs.111.11,1's
2369,Solo E Bar 75gm,Rs.175,1's
2370,Solo Plus Bar 75gm,Rs.268.97,1's
2371,JF Sulfur Soap 100gm,Rs.444.60,100g
2372,Azac Facewash 120ml,Rs.800,120ml
2373,Azac Soap 75gm,Rs.199,75gm
2374,Photonic Anti Dandruff Shampoo 120ml,Rs.640.17,120ml
2375,Photonic Max Anti Dandruff Shampoo...,Rs.780.04,120ml
2376,De-Lice Shampoo 1% 60ml,Rs.274.36,60ml...
2377,Photonic SH Shampoo (WOMEN) 100ml,Rs.800,100ml
2378,Photonic SH Shampoo(MEN) 100ml,Rs.999,100ml
2379,Climbazam Shampoo 120ml,Rs.683.76,120ml
2380,Novophane.K Shampoo 125ml,"Rs.1,870.83",125ml
2381,Cetavilon Shampoo 500ml,Rs.300,500ml
2382,Anti Hair Loss Shampoo For...,Rs.990,200ml
2383,Follione Anti Dandruff Shampoo 120ml,Rs.550,1's
2384,Piromin Shampoo 120ml,Rs.550,120ml
2385,X-Pel Shampoo 120ml,Rs.550,120ml
2386,Commode Chair,"Rs.1,900",1's...
2387,Medel Family Nebulizer 1's,"Rs.5,000",1's
2388,Nebulizer Kit Adult 1's,Rs.250,1's
2389,Glu-Sage Smartphone Glucose Meter 1's,"Rs.2,700",1's
2390,Accu Chek Performa La Apac...,"Rs.3,900",1's
2391,Wheel Chair KY809,"Rs.11,000",1's...
2392,Wheel Chair M8001(Blue),"Rs.12,500",1's...
2393,Wheel Chair ML 809PL,"Rs.12,500",1's...
2394,Wheel Chair M8001 (Black),"Rs.12,500",1's...
2395,Fingertip Pulse Oximeter Device 1's,"Rs.4,500",1's
2396,Miksons Pulse Oximeter Device 1's,"Rs.2,589.99",1'sMarketed...
2397,Spirometer With 3Balls Device 1's,Rs.550.01,1's
2398,G-Bell Circumcision Device 1.3cm 1's,Rs.300,1's
2399,G-Bell Circumcision Device 1.7cm 1's,Rs.300,1's
2400,G-Bell Circumcision Device 1.2cm 1's,Rs.300,1's
2401,G-Bell Circumcision Device 1.5cm 1's,Rs.300,1's
2402,G-Bell Circumcision Device 1.1cm 1's,Rs.300,1's
2403,Automatic Hand Sanitizer Dispenser (touch...,"Rs.25,899.97",1's...
2404,Smart Peak Flow Meter,"Rs.11,000",1's
2405,Smart Peak Flow Meter with...,"Rs.16,500",1's
2406,Bluetooth Adapter for Smart Peak...,"Rs.5,500",1's
2407,BP Apparatus with stand 5legs...,"Rs.14,400",1'sMarketed...
2408,Arabin C-P,"Rs.17,647.06",1's
2409,Arabin C-P,"Rs.17,647.06",1's
2410,Commode Chair,"Rs.1,900",1's...
2411,Medel Family Nebulizer 1's,"Rs.5,000",1's
2412,Nebulizer Kit Adult 1's,Rs.250,1's
2413,Glu-Sage Smartphone Glucose Meter 1's,"Rs.2,700",1's
2414,Accu Chek Performa La Apac...,"Rs.3,900",1's
2415,Wheel Chair M8001(Blue),"Rs.12,500",1's...
2416,Wheel Chair KY809,"Rs.11,000",1's...
2417,Wheel Chair ML 809PL,"Rs.12,500",1's...
2418,Wheel Chair M8001 (Black),"Rs.12,500",1's...
2419,Fingertip Pulse Oximeter Device 1's,"Rs.4,500",1's
2420,Miksons Pulse Oximeter Device 1's,"Rs.2,589.99",1'sMarketed...
2421,Spirometer With 3Balls Device 1's,Rs.550.01,1's
2422,G-Bell Circumcision Device 1.3cm 1's,Rs.300,1's
2423,G-Bell Circumcision Device 1.7cm 1's,Rs.300,1's
2424,G-Bell Circumcision Device 1.2cm 1's,Rs.300,1's
2425,G-Bell Circumcision Device 1.5cm 1's,Rs.300,1's
2426,G-Bell Circumcision Device 1.1cm 1's,Rs.300,1's
2427,Automatic Hand Sanitizer Dispenser (touch...,"Rs.25,899.97",1's...
2428,Smart Peak Flow Meter with...,"Rs.16,500",1's
2429,Smart Peak Flow Meter,"Rs.11,000",1's
2430,Bluetooth Adapter for Smart Peak...,"Rs.5,500",1's
2431,BP Apparatus with stand 5legs...,"Rs.14,400",1'sMarketed...
2432,Arabin C-P,"Rs.17,647.06",1's
2433,Arabin C-P,"Rs.17,647.06",1's
2434,Leucofil Blood Filter 1's,"Rs.4,000",1's
2435,Adjustable Folding Walking Stick (413-A)...,"Rs.1,600",1's...
2436,Arm Sling Large (Arm-L) 1's,Rs.400,1's...
2437,Arm Sling Small (Arm-S) 1's,Rs.400,1's ...
2438,Arm Sling Medium (Arm-M) 1's,Rs.400,1's ...
2439,Cock Up Splint Large (Cok-L)...,"Rs.1,650",1's
2440,Cock Up Splint Medium (Cok-M)...,"Rs.1,650",1's
2441,Cock Up Splint Small (Cok-S)...,"Rs.1,650",1's
2442,Cervical Foam Coller Large (Foam-L)...,Rs.650,1's...
2443,Cervical Foam Coller Small (Foam-S)...,Rs.650,1's
2444,Finger Splint (3/4'') (Fs-0.25) 1's,Rs.300,1's
2445,Finger Splint (Fs-0.5) 1's,Rs.300,1's
2446,Finger Splint (1'') (Fs-1.0) 1's,Rs.300,1's
2447,Cervical Coller (Hard-M) 1's,"Rs.1,225",1's
2448,Cervical Coller (Hard-L) 1's,"Rs.1,225",1's
2449,SRC Hand Sanitizer 250ml 1's,Rs.478.63,250ml
2450,SRC Ultra Safe Hand Sanitizer...,"Rs.2,564.10",1's
2451,SRC Hand Sanitizer with Pump...,MRP Rs.750.01 10% off Rs.675.01,500ml Marketed...
2452,Max Guard Hand Sanitizer Lemon...,Rs.210,50ml
2453,Sanite Hand Sanitizer Gel 60ml,Rs.180,60ml
2454,Sanite Hand Sanitizer Gel 100ml,Rs.270,100ml
2455,Sanite Hand Sanitizer Gel 500ml,Rs.850,500ml
2456,Aquaphil Hand Sanitizer 120ml,Rs.350,120ml
2457,Hinged Knee Cap Large 1's,"Rs.2,495",1's
2458,Duramask Pink Camouflage Mask 1'S,Rs.200,1'sManufacturer:...
2459,Testoviron Depot Inj 250mg 3Ampx1ml,Rs.350.76,3Ampx1ml
2460,Malgo Tab 80mg/480mg 6's,Rs.379.51,6's
2461,Malgo Susp 60ml,Rs.207,60ml
2462,Malgo Susp 30ml,Rs.103,30ml
2463,Mosqinet Tab 20mg/120mg 16's,Rs.320,16's
2464,Mosqinet Tab 40mg/240mg 8's,Rs.264,16's
2465,Mosqinet Tab 80mg/480mg 6's,Rs.330,16's
2466,Artichew Chewable Tab 20mg/120mg 2x8's,Rs.320,16's
2467,Artichew Plus Chewable Tab 40mg/240mg...,Rs.264,8's
2468,Carafantrine Plus Cap 20mg/120mg 16's,Rs.320,16's
2469,Caramef Tab 250mg/100mg 6's,Rs.110,6's
2470,Caramef Tab 250mg/100mg 9's,Rs.150,9's
2471,Caramether DS Tab 40mg/240mg 8's,Rs.264,8's
2472,Caramether Inj 80mg 6Vialx1ml,Rs.600,1ml
2473,Caramether Plus Tab 20mg/120mg 16's,Rs.320,16's
2474,Impid Dispersible Tab 20mg/120mg 2x8's,Rs.272,10's
2475,Impid DS Dispersible Tab 40mg/240mg...,Rs.425,10's
2476,Impid Extra Dispersible Tab 80mg/480mg...,Rs.532.95,16's
2477,Impid Extra Dispersible Tab 80mg/480mg...,Rs.330,16's
2478,Q-Phos Inj 300mg 10Vialx2ml,Rs.240,14's
2479,Amfen Susp 30ml,Rs.90,30ml
2480,Amfen Susp 60ml,Rs.180,60's
2481,Amfen Tab 2x8's,Rs.320,16's
2482,Amfan DS Tab 1x8's,Rs.333.10,8's
2483,Amfan DDS Tab 1x6's,Rs.330,6's
2484,Cararox Susp 200mg/5ml 15ml,Rs.165,10's
2485,Cararox Cap 500mg 6's,Rs.275,10's
2486,Claromin Susp 125mg/5ml 60ml,Rs.223,1vialx2ml
2487,Claromin Tab 250mg 10's,Rs.240,60ml
2488,Claromin Tab 500mg 10's,Rs.445,30's
2489,Eythro Tab 250mg 10's,Rs.31.50,1vial
2490,Telma Tab 400mg 10's,"Rs.1,000",30g
2491,Bactocare Cap 250mg 10's,Rs.224.82,10's
2492,Xyrox Blister Tab 250mg 10x10's,Rs.848,100's
2493,Xyrox Blister Tab 500mg 10x10's,Rs.660,100's
2494,jawaclar Susp 125mg/5ml 60ml,Rs.250,60ml
2495,Xyrox E Syp 60ml,Rs.50,60ml
2496,jawaclar Tab 250mg 1x10's,Rs.303.60,10's
2497,Jawaclar Tab 500mg 1x10's,Rs.562.93,10's
2498,Atizor Tab 250mg 6's,Rs.407.33,10's
2499,Atizor Tab 500mg 6's,Rs.315,60ml
2500,Atizor Susp 200mg/5ml 15ml,Rs.230,6's
2501,Locomin Cap 500mg 12's,Rs.148.73,10's
2502,Zithrax Inj 500mg 1Vial,Rs.296,40's
2503,Zithrax Inj 250mg 1Vial,Rs.178,50ml
2504,Azimik Cap 250mg 10's,Rs.255,1vial
2505,Azimik Susp 200mg 30ml,Rs.165,10's
2506,Lincomycin inj 600mg 5Ampx2ml,Rs.75,5...
2507,AzilisÂ Cap 250mg 10's,Rs.261.99,10's
2508,Bronsecure Tab 10mg 14's,Rs.285,14's
2509,Bronsecure Tab 5mg 14's,Rs.240,14's
2510,Bronsecure Chewable Tab 4mg 14's,Rs.190,14's
2511,Montair Tab 4mg 14's,Rs.182,14's
2512,Montair Tab 5mg 14's,Rs.238,14's
2513,Montair Tab 10mg 14's,Rs.337,14's
2514,Asthiven Tab 10mg 2x14's,Rs.279.99,2x14's
2515,Asthiven Sachet 4mg 1x14's,Rs.250,1x14's
2516,Asthiven Tab 5mg 2x14's,Rs.223.99,2x14's
2517,Bronchilate Syp 2mg/5ml 60ml,Rs.34.76,60ml
2518,Caffeine Syp 16mg/ml 30ml,Rs.380,30ml
2519,Caramont Tab 10mg 14's,Rs.310,
2520,Caramont Tab 5mg 14's,Rs.240,
2521,Salbital Tab 2mg 10x10's,Rs.70,1vial
2522,Amacure Tab 5mg 2x7's,Rs.240,14's
2523,Amacure Tab 10mg 2x7's,Rs.392.15,14's
2524,Purgo Tab 5mg 14's,Rs.210,20's
2525,Purgo Tab 10mg 14's,Rs.275,120ml
2526,Respy Inh Cap 18mcg Dpi...,Rs.585,30's
2527,Montika Film Coated Tab 10mg...,Rs.378,14's
2528,Ventolin SR Tab 4mg 100's,Rs.168.82,100's
2529,Ventolin SR Tab 8mg 20's,Rs.44.13,20's
2530,Ventolin Tab 2mg 100's,Rs.146,100's
2531,Ventolin Tab 4mg 120's,Rs.209.21,120's
2532,Dermolone Gel 15g,Rs.37,15g
2533,Dermolone Oint 15g,Rs.37,15g
2534,V-Derm Cream 0.05% 5g,Rs.13,3.5g
2535,V-Derm Cream 0.05% 10g,Rs.25,30g
2536,V-Derm Oint 0.05% 5g,Rs.13,5g
2537,V-Derm Oint 0.05% 10g,Rs.23,5g
2538,Valigent Cream 1mg/1mg 15gm,Rs.72,1's
2539,Betadip Oint 0.05% 15g,Rs.78.16,15g
2540,Betadip Cream 0.05% 15g,Rs.78.16,15g
2541,Hydrocortisone Cream 1% 10gm,Rs.42.13,10gm
2542,Lonacort Oint 0.1% 5g,Rs.47.40,5g
2543,Mometaderm Cream 0.1% 15g,Rs.271.80,15g
2544,Mometaderm Oint 0.1% 15g,Rs.271.80,15g
2545,Betasol lotion 0.5mg 20ml,Rs.38,20ml
2546,Betawis - S Cream 15g,Rs.50,15g
2547,Betawis Cream 0.05% 15g,Rs.30,15g
2548,Betawis G Cream 10g,Rs.44,10g
2549,Betawis lotion 0.1% 60ml,Rs.75,60ml
2550,Carabeta Cream 5g,Rs.13,5g
2551,Caracort Cream 10g,Rs.52,10g
2552,Fusiway-H Cream 15g,Rs.210,15g
2553,Tan Cream 1mg 10g,Rs.150,10g
2554,Husicort H Cream 15gm,Rs.210,15gm
2555,Permivate Lotion 20ml,Rs.230,20ml
2556,Pcam Gel 0.5% 25g,Rs.196.28,25GMarketed...
2557,Napreben Gel 10%/100g 25g,Rs.123.93,25g
2558,Tormax Gel 10% 25gm,Rs.136.25,25gm
2559,Pharox Gel 0.5% 25g,Rs.60,25g
2560,Ketro Eye Drops 0.5% 5ml,Rs.126.50,5ml...
2561,Ticon Gel 2.5% 25gm,Rs.106,25gm
2562,Modivid Gel 0.5% 25g,Rs.60,100's
2563,Alcaine Eye Drops 0.5% 15ml,Rs.213.15,15ml
2564,Xylocaine with Adrenaline Inj 50Amp,"Rs.1,237.50",50Amp
2565,Xylocaine Inj 2% 50Ampx10ml,"Rs.1,237.50",1's
2566,Xyloaid Jelly 2% 15g,Rs.46.41,15g
2567,Xyloaid Topical Solu 4% 50ml,Rs.88.87,50mlMarketed...
2568,Sensocain Plain Inj 5mg 5Ampx10ml,Rs.129.78,5Ampx10mlMarketed...
2569,Sensocain Spinal Inj 0.5% 5Ampx4ml,Rs.357.35,1's
2570,Sensocain Spinal Inj 0.75% 5Ampx2ml,Rs.272.64,1's
2571,Naropen Inj 5mg 5Ampx10ml,MRP Rs.450 5% off Rs.427.50,5...
2572,Bupicain Inj 0.5% 10Ampx10ml,"Rs.270,959",10ampx10ml
2573,Bupicain SP Inj 15mg 5Ampx2ml,"Rs.254,163",5...
2574,Lignocaine Gel 2% 15gm,Rs.42.59,15gm
2575,Ropicain Inj 50mg 1Ampx10ml,MRP Rs.142.57 5% off Rs.135.44,1's
2576,Lignocaine Inj 10mg 100Amp,MRP Rs.164 5% off Rs.155.80,100Amp
2577,Cinchocaine Inj 0.5% 10Ampx3ml,Rs.17.81,10Ampx3ml
2578,Cabocin Inj 0.5% 5Vialx10ml,Rs.95,10ml
2579,Cabocin Inj 0.75% 10Vialx2ml,Rs.300,2ml
2580,Viirso Tab 400mg 28's,"Rs.5,868",28's
2581,Dakvir Tab 60mg 28's,"Rs.4,552",28's
2582,Package of Zoval 400mg Tab...,"MRP Rs.10,503 71% off Rs.3,000",28's
2583,Dakvir Tab 30mg 28's,"Rs.2,782",28’s
2584,Sovelpa Tab 400mg/100mg 28's,"Rs.10,000",28's
2585,Devazo Tab 60mg 28's,"MRP Rs.4,552 56% off Rs.2,000",28's
2586,Package of Ocvir 400mg Tab...,"MRP Rs.10,503.91 52% off Rs.5,000",28's
2587,Ocvir-V Tab 400mg/100mg 28's,"MRP Rs.11,000 27% off Rs.8,000.30",28's
2588,Dascot Tab 60mg 28's,"Rs.4,552",28's
2589,Hepaldi Tab 400mg 28's,"Rs.2,941.18",28's
2590,Nisita Tab 60mg 28's,"Rs.4,552",
2591,Vibrenta Tab 400mg 2x14's,"Rs.5,868",
2592,Vibrenta VPT Tab 400/100mg 28's,"Rs.10,000",
2593,Abriva Tab 400mg 28's,"Rs.5,868",28's
2594,Dacriva Tab 60mg 28's,"Rs.4,552",28's
2595,Abriva Plus Tab 28's,"Rs.12,344",28's
2596,Sofos Tab 400mg 28's,"Rs.5,951.91",28's
2597,Package of Sofos Tab 400mg...,"Rs.6,468",28's
